Substation,,,,,,,,,,,,,,
Sub Num,Sub Name,Sub ID,Area Name,Zone Name,Latitude,Longitude,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
337411894,Enterprise,3337411894,NORTHWEST,PAC:ENTR,45.4,-117.3,1,69,1,0,20.5,8.1,,
337411929,Escalante,3337411929,NEW MEXICO,ZoneWS,35.42,-108.09,1,17.6,230,21.76,101.63,7.49,,
337411938,Escondido Peaker,3337411938,SANDIEGO,SDG&E Northeast,33.14,-117.17,1,18,110,-2.8,111.71,-49.17,,
337411966,Etiwanda,3337411966,SOCALIF,SCE Los Angeles Basin 230kV,34.09,-117.53,2,18,500,209.28,213.58,256.82,,
337412085,Fairmount,3337412085,NORTHWEST,"Seattle Area, Olympic Peninsula",47.98,-122.88,1,230,,,76.58,-15.62,0,97.51
337412090,Fairview,3337412090,NORTHWEST,Western Oregon,43.21,-124.07,3,230,,,79.31,-51.58,,
337412100,Falcon,3337412100,SIERRA,Zone28,40.79,-116.5,2,345,200,32.29,134.4,29.44,,-48.75
337412135,Faraday,3337412135,NORTHWEST,Portland General - Generation,45.25,-122.3,2,13.8,32,8.58,59.11,19.55,,
337412257,Finley,3337412257,NORTHWEST,Lower Columbia Basin,46.16,-119.15,1,13.8,0,0,2.01,-1.26,,
337412272,Fish Creek,3337412272,NORTHWEST,PAC:ROSE,43.29,-122.47,1,6.9,0,0,0,0,,
337412313,Flagstaff,3337412313,ARIZONA,WAPA-DSW,35.18,-111.39,3,345,,,43.34,-6.5,,
337412334,Flathead,3337412334,NORTHWEST,Western Montana,48.29,-114.24,1,230,,,82.9,27.2,,
337412524,Fort St. Vrain,3337412524,PSCOLORADO,ZoneRN,40.24,-104.87,1,22,260,-0.81,127.19,59.11,,
337412544,Foster,3337412544,NORTHWEST,Western Oregon,44.41,-122.67,2,4.2,4.5,6.13,8.83,9.25,,
337412567,Four Corners (AZPS),3337412567,ARIZONA,APS,36.69,-108.49,7,500,1596,7.29,161.85,28.03,,-255.12
337412618,Franklin,3337412618,NORTHWEST,Lower Columbia Basin,46.23,-119.04,1,230,,,139,140.15,,
337412666,Fredonia (PSPL),3337412666,NORTHWEST,SKAGIT,48.56,-122.33,6,230,369,-13.71,69.18,8.27,,
337412707,Frenchman Hills (USBR),3337412707,NORTHWEST,"Grant County, WA",46.95,-119.58,1,230,,,25,21.85,,
337413143,Fry,3337413143,NORTHWEST,PAC:WLMT,44.59,-123.04,1,230,,,221.46,-84.08,,
337413273,Gardner (NEVP),3337413273,NEVADA,ZoneN1,36.66,-114.64,1,24,0,0,71.41,153.16,,
337413294,Garrison,3337413294,NORTHWEST,Western Montana,46.51,-112.89,7,500,,,26.61,-32.27,0,-882.96
337413317,Gates Peaker,3337413317,PG AND E,Intertie,36.14,-120.13,2,500,,,492.66,-170.96,,-106.17
337413318,Gateway,3337413318,ARIZONA,TEP,31.36,-110.96,1,345,,,,,,
337413367,Genesee,3337413367,ALBERTA,AIES-Lake Wabamun Generation,53.35,-114.31,6,500,1291,194.71,110.5,54.93,,
337413448,Gila River Power Station,3337413448,ARIZONA,APS,32.99,-112.68,5,500,705,173.22,-935.51,-113.76,,
337413461,Dry Fork Station,3337413461,WAPA R.M.,ZoneBK,44.29,-105.5,1,19,425,107.95,-669,-741.18,0,0
337413488,Glade,3337413488,NORTHWEST,Lower Columbia Basin,46.33,-119.12,1,115,0,0,153.02,-37.85,,
337413510,Glen Canyon,3337413510,ARIZONA,WAPA-DSW,36.93,-111.49,5,345,480,-4.64,66.23,-34.57,,
337413522,Glenannan,3337413522,B.C.HYDRO,BC HYDRO,54.05,-124.67,1,500,,,133.27,45.77,,-135.2
337413533,Glendale,3337413533,NORTHWEST,PAC:GRPS,39.52,-119.73,1,230,,,17.23,5.35,,
337413634,Gonder,3337413634,SIERRA,SPP-Carlin Trend,39.35,-114.85,1,345,,,-35.76,35.58,,-48.27
337413640,Goodnoe,3337413640,NORTHWEST,Lower Columbia Basin,45.79,-120.56,2,230,0,0,0,-7.66,,
337413667,Gordon M. Shrum,3337413667,B.C.HYDRO,BC HYDRO,56.01,-122.2,11,500,2147.59,-93.22,221.44,-28.93,,-266.51
337413681,Gorge (SCL),3337413681,NORTHWEST,Seattle City Light,48.7,-121.21,3,230,159.57,11.6,,,,
337413691,Goshen,3337413691,PACE,ID NPC,43.31,-112.12,1,345,,,467.93,44.57,,
337413733,Gramercy,3337413733,LADWP,LA EASTERN-AC,33.95,-118.31,1,500,,,,,,
337413746,Grand Coulee,3337413746,NORTHWEST,Central Washington,47.95,-119,47,500,6012.79,698.17,79.47,6.78,0,-288.76
337413764,Grand Junction (UTE),3337413764,WAPA R.M.,ZoneR4,39.05,-108.41,1,345,,,173.41,15.07,,
337413829,Grants Pass,3337413829,NORTHWEST,PAC:GRPS,42.45,-123.28,1,230,,,269.2,66.27,0,112.99
337413854,Grays Harbor Energy Facility,3337413854,NORTHWEST,"Seattle Area, Olympic Peninsula",47,-123.48,5,230,618.9,-260,77.77,-77.69,,
337413909,Green Peter,3337413909,NORTHWEST,Western Oregon,44.45,-122.55,1,13.8,0,0,23.07,12,,
337413922,Green Springs,3337413922,NORTHWEST,PAC:MDFD,42.12,-122.51,1,4.2,15.9,5,31.16,19.61,,
337413928,Green Valley,3337413928,NORTHWEST,Western Oregon,43.42,-123.36,1,230,,,13.55,4.74,,
337413956,Greenlee,3337413956,ARIZONA,TEP,32.97,-109.17,4,345,,,57.18,-40.51,,-54.94
337414013,Gresham,3337414013,NORTHWEST,Portland General - BES S/S,45.49,-122.46,1,230,,,303.96,-10.71,,
337414031,Griffith Energy Project,3337414031,ARIZONA,WAPA-DSW,35.01,-114.14,1,18,250,61.09,3.69,41.02,,
337414038,Grizzly Power,3337414038,NORTHWEST,Southern Oregon,44.48,-121.02,8,500,,,,,0,-292.52
337414065,Guadalupe,3337414065,NEW MEXICO,ZonePN,35.1,-105.02,1,345,,,-66.88,8.89,0,-70.78
337414242,Hanford,3337414242,NORTHWEST,Lower Columbia Basin,46.67,-119.57,1,500,,,,,0,0
337414255,Hanna,3337414255,NORTHWEST,PAC:ROSE,42.94,-123.42,2,230,,,10.59,49.63,,
337414273,Happy Valley,3337414273,NORTHWEST,"Seattle Area, Olympic Peninsula",43.55,-116.51,1,230,,,68.48,15.95,,
337414330,Harquahala Valley,3337414330,ARIZONA,SRP-TSW,33.48,-113.11,4,500,570,23.82,-253.6,39.03,,
337414354,Harrison,3337414354,NORTHWEST,PAC:PTLD,39.74,-104.94,1,115,,,558.22,-48.89,,
337414364,Harry Allen,3337414364,NEVADA,ZoneN2,36.43,-114.9,5,500,109,81.07,48.13,68.5,0,-407.49
337414395,Harvalum,3337414395,NORTHWEST,Lower Columbia Basin,45.73,-120.71,1,230,,,10,2.1,0,0
337414409,Haskill,3337414409,NORTHWEST,Western Montana,48.11,-114.64,1,230,,,8.5,2.8,,
337414411,Hassayampa,3337414411,ARIZONA,SRP-TSW,33.35,-112.85,1,500,,,,,,-128.76
337414421,Hat Rock,3337414421,NORTHWEST,Portland General - Industrial,45.92,-119.11,1,230,,,11.7,3.8,,
337414433,Hatwai,3337414433,NORTHWEST,AVA: Lewiston/Clarkston,46.47,-116.91,2,500,,,,,,
337414471,Hayden,3337414471,WAPA R.M.,ZoneR4,40.49,-107.19,2,22,464,195.8,310.97,210.52,,
337414479,Haynes Generating Station,3337414479,LADWP,LA BASIN,33.76,-118.1,3,18,50,-3.09,358.41,155.55,,
337414608,Hermiston Power Project,3337414608,NORTHWEST,PAC:DALR,45.79,-119.31,9,500,1025.8,-0.26,,,,
337414625,Hesperus,3337414625,WAPA R.M.,ZoneR4,37.18,-108.02,1,345,,,150.02,72.53,,-31.18
337414631,Hi Desert,3337414631,SOCALIF,SCE NORTH OF LUGO 230kV,34.14,-116.18,4,20,110,102.08,24.24,177.37,,
337414645,Hidalgo,3337414645,EL PASO,ZoneNW,32.4,-108.6,1,345,,,18.24,-14,,-61.13
337414722,Hills Creek,3337414722,NORTHWEST,Western Oregon,43.71,-122.42,1,6.9,29.8,-6.97,22.47,-5.93,,
337414741,Hilltop,3337414741,NORTHWEST,Southern Oregon,41.51,-120.63,2,345,,,,,0,-78.28
337414882,Hoover AZ,3337414882,ARIZONA,WAPA-DSW,36.01,-114.74,1,16.5,209,25.29,53.63,22.81,,
337414883,Hoover NV,3337414883,ARIZONA,WAPA-DSW,36.02,-114.74,4,16.5,749,114,217.18,107.55,,
337414906,Hopkins Ridge,3337414906,NORTHWEST,Southeast Washington,46.46,-117.86,2,0.7,0,0,10.66,0.09,0,0
337414923,Horse Heaven,3337414923,NORTHWEST,Lower Columbia Basin,45.93,-119.63,1,230,,,22.42,7.73,,
337414947,Hot Springs,3337414947,NORTHWEST,Western Montana,47.58,-114.63,2,500,,,-4.47,-18.52,0,-171.12
337415022,Humboldt,3337415022,SIERRA,Zone27,41.23,-115.93,1,345,,,54,20.41,,-48.24
337415035,Hungry Horse,3337415035,NORTHWEST,Western Montana,48.34,-114.02,3,230,172,83.17,,,,
337415041,Hunter Plant,3337415041,PACE,UT EA UT,39.18,-111.03,4,345,1435,82.92,113.65,77.88,0,0
337415054,Huntington,3337415054,PACE,UT EA UT,39.38,-111.09,3,345,491,-18.01,117.98,67.93,0,-95.85
337415096,Hyder,3337415096,ARIZONA,APS,33.02,-113.33,3,500,218,12.04,1.21,-30.08,,
337415125,Ice Harbor,3337415125,NORTHWEST,Lower Columbia Basin,46.25,-118.88,3,13.8,294.7,29.06,100.07,79.28,,
337415166,Imperial Valley (Drew),3337415166,SANDIEGO,"SDG&E SWPL, BP-500",32.72,-115.71,3,500,130,4.33,-62.65,-248.94,,
337415231,Ingledow,3337415231,B.C.HYDRO,BC HYDRO,49.16,-122.86,1,500,,,2052.33,123.02,,
337415240,Inland Empire Energy,3337415240,SOCALIF,SCE EASTERN 500/230kV,33.74,-117.17,3,500,400,153.82,0,0,,
337415252,Intalco,3337415252,NORTHWEST,"Seattle Area, Olympic Peninsula",48.85,-122.7,1,230,,,321.46,41.68,,
337415260,Intermountain Generating,3337415260,LADWP,LA IPP,39.5,-112.58,6,345,1900,344.53,-13.28,89.3,,
337415306,Iron Gate,3337415306,NORTHWEST,PAC:YRKA,41.93,-122.44,1,6.6,10,-3,-0.12,-8.54,,
337415342,Island Cogeneration Project,3337415342,B.C.HYDRO,BC HYDRO,49.96,-125.35,1,21,275,21.85,86.31,34.59,,
337415400,J.C. Boyle,3337415400,NORTHWEST,PAC:KFAL,42.09,-122.08,3,230,60.8,-22.01,,,,
337415440,Jackson Hydroelectric #2157,3337415440,NORTHWEST,Snohomish PUD,47.97,-121.69,3,13.8,62,4.77,70.84,20.74,,
337415584,John Day Ph,3337415584,NORTHWEST,Lower Columbia Basin,45.71,-120.69,15,500,2075.5,-431.44,0,-148.65,0,0
337415612,Johnston,3337415612,PACE,WY CENT,42.84,-105.78,2,22,570,21.9,388.97,8.81,,
337415619,Jojoba,3337415619,ARIZONA,SRP-ROS/ROS,33.23,-112.62,1,500,,,,,,
337415765,Kayenta,3337415765,ARIZONA,WAPA-DSW,36.77,-110.25,1,345,,,,,,
337415779,Keeler,3337415779,NORTHWEST,Portland Area,45.55,-122.89,4,500,,,94.21,-22.36,0,-175.69
337415785,Keephills,3337415785,ALBERTA,AIES-Lake Wabamun Generation,53.45,-114.45,5,500,1261.8,313.39,681.32,155.75,,
337415804,Kelly Lake,3337415804,B.C.HYDRO,BC HYDRO,51.01,-121.7,1,500,,,281.69,182.55,0,-409.04
337415837,Kennedy Capacitor Station,3337415837,B.C.HYDRO,BC HYDRO,55.08,-122.8,6,500,,,57.12,-11.64,,
337415904,Kettle Falls,3337415904,NORTHWEST,AVA: Big Bend,48.62,-118.11,1,13.8,52,1.05,35.54,-0.16,,
337416029,Kinport,3337416029,IDAHO,ZoneIP Eastern,42.89,-112.56,2,345,,,225.24,-21.27,0,-111.55
337416058,Kitsap,3337416058,NORTHWEST,"Seattle Area, Olympic Peninsula",47.53,-122.7,2,230,,,382.77,-42.91,,
337416063,Kittitas Valley Wind Power Project,3337416063,NORTHWEST,Central Washington,47.06,-120.41,3,230,-0.1,1.01,0,-3.06,0,0
337416080,Klondike Wind Farm,3337416080,NORTHWEST,Lower Columbia Basin,45.59,-120.52,10,230,0,0,-0.98,-30.67,0,0
337416112,Koma Kulshan Associates,3337416112,NORTHWEST,SKAGIT,48.54,-121.75,1,34.5,0,0,0.45,1.02,,
337416143,Kwoiek Creek,3337416143,B.C.HYDRO,BC HYDRO,50.05,-121.55,1,360,,,-39.54,-29.39,,
337416147,Kyrene,3337416147,ARIZONA,SRP-TSW,33.35,-111.94,1,500,,,1599.81,176.75,,-99.69
337416168,La Grande,3337416168,NORTHWEST,Tacoma Power - General,46.82,-122.3,2,13.8,54.7,2.98,44.29,1.76,,
337416186,La Pine,3337416186,NORTHWEST,Southern Oregon,43.61,-121.47,1,230,,,100.6,37.91,0,-38.99
337416196,La Rosita,3337416196,MEXICO-CFE,ZoneMX,32.6,-115.66,5,21,601,85.59,174.33,193.6,,
337416343,Lake Side Power Plant,3337416343,PACE,UT SA LA,40.33,-111.76,5,345,692.6,-139.79,68.87,63.35,,
337416345,Lake Siskiyou,3337416345,NORTHWEST,PAC:YRKA,41.27,-122.3,1,69,1,-2,0.68,0.99,,
337416353,Lake View,3337416353,NORTHWEST,AVA: Coeur D'Alene,47.96,-116.46,1,230,,,0,0,,
337416402,Lamar,3337416402,PSCOLORADO,ZoneWP,38.06,-102.5,1,230,0,0,10.85,-25.97,,
337416431,Lancaster,3337416431,NORTHWEST,AVA: Borderline,47.81,-116.83,4,230,249,18.73,,,,
337416446,Lane,3337416446,NORTHWEST,Western Oregon,31.72,-106.3,2,500,,,267.59,82.68,0,0
337416457,Langdon,3337416457,ALBERTA,AIES-Calgary,50.94,-113.76,1,500,,,,,,
337416477,Laramie River,3337416477,WAPA R.M.,ZoneEW,42.11,-104.89,3,345,879.13,121.15,177.42,30.82,,-63.65
337416493,Larson,3337416493,NORTHWEST,"Grant County, WA",47.19,-119.28,1,230,,,94.54,44.31,,
337416601,Leaning Juniper Wind,3337416601,NORTHWEST,PAC:DALR,45.67,-120.25,1,0.6,0,0,2.07,19.47,,
337416659,Lemolo 1,3337416659,NORTHWEST,PAC:ROSE,43.36,-122.25,1,12,14.6,3.17,8.85,8.94,,
337416660,Lemolo 2,3337416660,NORTHWEST,PAC:ROSE,43.31,-122.3,1,11.5,16.6,2.99,8.64,-2.58,,
337416735,Lexington,3337416735,NORTHWEST,Portland Area,46.18,-122.91,1,230,,,207.51,46.74,,
337416751,Libby - PACIF,3337416751,NORTHWEST,Western Montana,48.39,-115.3,7,230,324,8.2,0,-16,,
337416752,Libby - USCEPD,3337416752,NORTHWEST,Western Montana,48.39,-115.31,1,230,,,12.49,-7.48,,
337416759,Liberty,3337416759,ARIZONA,WAPA-DSW,33.41,-112.5,2,345,,,313.11,141.85,0,-99.78
337416825,Linde Wilmington,3337416825,LADWP,LA EASTERN-AC,33.79,-118.16,2,500,,,,,,
337416873,Little Falls (WWPC),3337416873,NORTHWEST,AVA: Big Bend,47.83,-117.92,2,4,0,0,0,0,,
337416875,Little Goose,3337416875,NORTHWEST,Southeast Washington,46.58,-118.05,1,500,,,,,,
337416876,Little Goose Ph,3337416876,NORTHWEST,Southeast Washington,46.58,-118.03,5,500,832.5,-23.83,2.5,-44.39,,
337416974,Lolo,3337416974,NORTHWEST,AVA: Lewiston/Clarkston,46.36,-116.92,1,230,,,109.2,-14.2,,
337417000,Lone Pine,3337417000,NORTHWEST,PAC:MDFD,42.35,-122.81,1,230,,,331.55,-106.41,0,90.47
337417015,Long Lake,3337417015,NORTHWEST,AVA: Big Bend,47.84,-117.84,4,4,84,-5.81,71.71,-0.59,,
337417029,Longview,3337417029,NORTHWEST,"Cowlitz County, WA",46.14,-122.99,4,230,,,337.33,141.73,0,166.29
337417033,Mint Farm Energy Center LLC,3337417033,NORTHWEST,Portland Area,46.14,-122.99,3,230,235,-115.6,4.8,1.7,,
337417034,Longview Fibre Co.,3337417034,NORTHWEST,"Cowlitz County, WA",46.11,-122.94,3,13.8,11.6,6.9,36.72,11.84,,
337417045,Lookout Point,3337417045,NORTHWEST,Western Oregon,43.91,-122.75,3,13.8,79.9,36.72,45.71,50.49,,
337417085,Los Medanos Energy Center,3337417085,PG AND E,Generation (Fossil & Non-peaker,38.03,-121.87,3,18,556,-127.7,433.46,-61.49,,
337417088,Lost Creek,3337417088,NORTHWEST,Western Oregon,42.67,-122.68,1,13.8,29.8,1.64,26.8,17.81,,
337417152,Lower Baker,3337417152,NORTHWEST,SKAGIT,48.54,-121.73,1,13.8,77,-5.44,18.43,-2.17,,
337417159,Lower Granite,3337417159,NORTHWEST,Southeast Washington,46.65,-117.42,6,500,692.5,-27.76,0,-45.38,,
337417166,Lower Monumental,3337417166,NORTHWEST,Southeast Washington,46.55,-118.54,6,500,668.5,-50.57,0,-47.53,0,0
337417212,Lugo,3337417212,SOCALIF,SCE MAIN SYSTEM,34.37,-117.37,2,500,,,-25.48,-274.33,,
337417302,Mabton,3337417302,NORTHWEST,Lower Columbia Basin,46.2,-119.97,1,230,,,4.9,1.2,,
337417420,Malaspina,3337417420,B.C.HYDRO,BC HYDRO,49.66,-123.96,1,500,,,180.08,120.88,,-274.97
337417425,Malin,3337417425,NORTHWEST,Southern Oregon,42.01,-121.32,9,500,,,30.73,-10.28,0,-132.77
337417460,Manchief Power Station,3337417460,PSCOLORADO,ZoneRD,40.22,-103.68,4,345,52.5,0,58.28,14.98,0,0
337417462,Mandalay,3337417462,SOCALIF,SCE Ventura/Santa Barbara,34.21,-119.25,2,13.8,200,-6.91,254.37,47.4,,
337417523,Maple Valley,3337417523,NORTHWEST,"Seattle Area, Olympic Peninsula",47.47,-122.19,5,500,,,,,0,0
337417544,March Point Cogeneration Compa,3337417544,NORTHWEST,SKAGIT,48.47,-122.57,1,230,,,176.22,81.91,,
337417576,Marion,3337417576,NORTHWEST,Western Oregon,44.8,-122.7,1,500,,,,,0,0
337417588,Marketplace,3337417588,LADWP,LA EASTERN-AC,35.82,-115.01,3,500,0,0,,,,-178.16
337417639,Martin Creek,3337417639,NORTHWEST,Western Oregon,43.74,-123.12,2,230,,,42.97,13.53,,
337417690,Massachusetts,3337417690,NORTHWEST,Seattle City Light,47.59,-122.34,1,230,,,257.03,61.69,,
337417718,Maupin,3337417718,NORTHWEST,Lower Columbia Basin,45.2,-121.03,1,230,,,9.32,2.5,,
337417739,Mayfield,3337417739,NORTHWEST,Tacoma Power - General,46.5,-122.59,3,230,129,18.1,,,,
337417809,McCullough,3337417809,LADWP,LA BASIN,35.8,-115.01,2,500,0,0,104.32,-327.18,,-468.2
337417812,McDonald,3337417812,NORTHWEST,"Grant County, WA",47.15,-119.22,1,230,,,23.23,1.04,,
337417852,McKinley,3337417852,ARIZONA,TEP,35.59,-108.82,3,345,,,127.56,-28.59,,-59.42
337417859,Mcleese Capacitor Station,3337417859,B.C.HYDRO,BC HYDRO,52.42,-122.28,6,500,,,,,,
337417861,Mcloughlin,3337417861,NORTHWEST,Portland General - BES S/S,45.34,-122.56,4,500,,,284.42,-9.88,,
337417877,McNary,3337417877,NORTHWEST,Lower Columbia Basin,45.92,-119.31,27,500,860.6,125.28,141.11,-35.47,0,0
337417895,Mead,3337417895,ARIZONA,WAPA-DSW,35.93,-114.84,3,500,,,300.63,-8.2,0,-218.3
337417953,Meeker,3337417953,WAPA R.M.,Zone69,40.01,-107.97,2,345,,,120.07,29.91,,
337417997,Merchant,3337417997,SOCALIF,SCE Eldorado 230kV,35.79,-114.99,1,13.8,357,79.42,78.59,350.72,,
337418010,Meridian,3337418010,NORTHWEST,PAC:MDFD,49.31,-122.81,4,500,,,1951.37,93.43,0,-49.35
337418030,Merwin,3337418030,NORTHWEST,PAC:LWSR,45.96,-122.55,3,13.2,97.5,18.67,102.39,29.89,,
337418040,Mesquite Power,3337418040,ARIZONA,SRP-TSW,33.35,-112.86,7,500,900,10.49,-69.06,195.18,,
337418053,Metcalf Energy Center,3337418053,PG AND E,Generation (Fossil & Non-peaker,37.22,-121.74,4,500,575,-116.95,1842.65,-0.49,0,0
337418091,Mica,3337418091,B.C.HYDRO,BC HYDRO,52.05,-118.5,5,500,1784.69,-0.28,4.92,1.07,,-276.4
337418158,Midpoint,3337418158,IDAHO,ZoneIP Southern,42.83,-114.42,3,500,,,427.84,-38.82,0,-516.16
337418164,Midway,3337418164,NORTHWEST,Lower Columbia Basin,38.56,-104.69,4,345,,,272.25,-7.37,,
337418181,Midway Peaker (MIDWAY),3337418181,PG AND E,Intertie,35.4,-119.45,8,500,,,683.76,-305.7,,-381.68
337418183,Midway Sunset Cogen,3337418183,PG AND E,Generation (QF Cogen),35.23,-119.63,1,13.8,204.3,-60,86.16,35.14,,
337418186,Miguel,3337418186,SANDIEGO,"SDG&E SWPL, BP-500",32.68,-116.98,2,500,,,1048.74,-16.71,,
337418351,Mira Loma,3337418351,SIERRA,SPP-TM Load,39.43,-119.7,1,345,,,158.34,33.49,0,0
337418352,Mira Loma,3337418352,SOCALIF,SCE MAIN SYSTEM,34.01,-117.56,1,500,,,1356.48,91.4,0,0
337418445,Moenkopi,3337418445,ARIZONA,APS,35.83,-111.45,6,500,,,,,,-605.17
337418451,Mohave,3337418451,SOCALIF,SCE EAST OF LUGO 500/230kV,35.15,-114.6,5,500,,,22.04,13.49,,-102.83
337418472,Mona,3337418472,PACE,UT EA UT,39.81,-111.91,1,345,,,,,0,-48.23
337418498,Monroe,3337418498,NORTHWEST,"Seattle Area, Olympic Peninsula",39.72,-104.94,3,500,,,,,0,179.86
337418515,Monroe Street,3337418515,NORTHWEST,AVA: Spokane,47.66,-117.43,1,13.8,14,0,14.91,-3.6,,
337418594,Montrose,3337418594,WAPA R.M.,ZoneR4,38.44,-107.95,1,345,,,17.3,3.1,,-31.53
337418699,Morro Bay,3337418699,PG AND E,Generation (Fossil & Non-peaker,35.37,-120.86,2,18,0,0,237.65,83.85,,
337418705,Morrow Power Program,3337418705,NORTHWEST,Lower Columbia Basin,45.85,-119.66,1,13.8,0,0,16.37,5.83,,
337418713,Moscow,3337418713,NORTHWEST,AVA: Palouse,46.74,-116.94,1,230,,,111.93,17.81,,
337418723,Moss Landing (DUENNO),3337418723,PG AND E,Generation (Fossil & Non-peaker,36.81,-121.78,5,500,170,-21.38,366.85,104.88,,
337418728,Mossyrock,3337418728,NORTHWEST,Tacoma Power - General,46.53,-122.43,4,230,259,30.86,,,,
337418791,Moyie,3337418791,NORTHWEST,"Spokane Area, N Idaho, W Montana",48.7,-116.15,1,115,2,0,50.02,-23.81,,
337418854,Munro BPA System Control Center,3337418854,NORTHWEST,Spokane Area Publics,47.75,-117.38,3,230,,,183.4,-36.89,,
337418877,Murray,3337418877,NORTHWEST,"Seattle Area, Olympic Peninsula",48.15,-122.08,1,230,,,246.07,64.57,,
337418950,N. Gila (APS),3337418950,SANDIEGO,"SDG&E SWPL, BP-500",32.75,-114.49,2,500,,,90.23,-3.67,,-124.14
337418960,N. Lewiston,3337418960,NORTHWEST,AVA: Lewiston/Clarkston,46.43,-117.03,1,230,,,70.22,-12.31,,
337419028,Naniwa,3337419028,SIERRA,SPP-TM Load,39.56,-119.52,1,345,,,-79.91,-7.72,,
337419089,Naughton,3337419089,PACE,WY OVER,41.76,-110.6,2,24,573,-25.23,231.43,-13.87,,
337419093,Navajo (SRP),3337419093,ARIZONA,SRP-TSW,36.9,-111.39,5,500,2413.98,84.66,174,105,,-344.4
337419297,Newman,3337419297,EL PASO,ZoneNW,31.98,-106.43,1,345,,,-12.95,-39.01,,
337419352,Nicola,3337419352,B.C.HYDRO,BC HYDRO,50.18,-120.38,3,500,,,428.42,69.95,0,-545.06
337419363,Nile Creek Terminal,3337419363,B.C.HYDRO,BC HYDRO,49.4,-124.63,2,500,,,,,,
337419371,Nine Canyon Wind Project,3337419371,NORTHWEST,Lower Columbia Basin,46.12,-119.04,3,0.7,0,0,8.5,6.76,0,0
337419372,Nine Mile,3337419372,NORTHWEST,AVA: Spokane,47.78,-117.55,2,13.8,7,3.14,7.16,4.96,,
337419389,Nixon,3337419389,WAPA R.M.,ZoneCS,38.63,-104.71,2,21,282.5,142.88,219.99,62.89,,
337419516,North Fork,3337419516,NORTHWEST,Portland General - Generation,45.24,-122.28,1,13.8,32.6,6.73,24.11,7.84,,
337419547,North Loop,3337419547,ARIZONA,TEP,32.4,-111.13,1,345,,,,,,
337419562,North Mountain,3337419562,NORTHWEST,"Seattle Area, Olympic Peninsula",48.21,-121.93,2,230,,,11.3,4.9,,
337419610,North Valmy,3337419610,SIERRA,Zone28,40.82,-117.23,3,345,515,-105.39,93.93,13.14,,-104.45
337419617,North West,3337419617,NEVADA,ZoneN4,36.32,-115.33,1,500,,,647.2,-73.19,,
337419633,Northeast (WWPC),3337419633,NORTHWEST,AVA: Spokane,47.73,-117.27,1,13.8,0,0,18.32,10.11,,
337419682,Norton,3337419682,NEW MEXICO,ZonePN,35.76,-106.11,1,345,,,224.66,-42.73,,
337419718,Noxon Rapids,3337419718,NORTHWEST,AVA: Coeur D'Alene,47.96,-115.74,7,230,400,47.37,2.67,0.91,,
337419754,O'Brien,3337419754,NORTHWEST,S.KING,47.4,-122.24,1,230,,,531.32,186.61,,
337419852,Ocotillo Energy Facility,3337419852,SANDIEGO,"SDG&E SWPL, BP-500",33.78,-116.53,1,500,,,0,-20.16,,
337419881,Ojo,3337419881,NEW MEXICO,ZonePN,36.11,-106.16,1,345,,,68.09,15.77,,-34.6
337419925,Olinda,3337419925,PG AND E,Intertie,40.38,-122.38,3,500,,,-165.38,-89.25,0,-446.95
337419946,Olympia,3337419946,NORTHWEST,"Seattle Area, Olympic Peninsula",47,-122.95,9,500,,,318.71,176,0,0
337419977,Opal Springs Hydro,3337419977,NORTHWEST,PAC:C.OR,44.52,-121.21,1,69,3,0,36.74,-0.08,,
337420044,Ormond Beach,3337420044,SOCALIF,SCE Ventura/Santa Barbara,34.13,-119.17,2,26,725,104.12,699.33,308.16,,
337420092,Ostrander,3337420092,NORTHWEST,Portland General - BES NODE,45.36,-122.41,2,500,,,,,0,372.48
337420100,Otay Mesa,3337420100,SANDIEGO,SDG&E Construction Metro,32.57,-116.94,1,16,99.32,-5.72,75.92,42.98,,
337420132,Outlook,3337420132,NORTHWEST,PAC:YKMA,46.38,-120.08,1,230,,,67.76,13.07,,
337420266,Palo Verde,3337420266,ARIZONA,APS,33.39,-112.86,6,500,4132,1094.5,195,146.4,,-152.81
337420273,Pamona Heights,3337420273,NORTHWEST,PAC:YKMA,46.62,-120.47,1,230,,,191.96,46.29,0,46.35
337420295,Panoche (Los Banos Peaker),3337420295,PG AND E,Intertie,37.05,-121.02,1,500,,,480.77,62.66,,
337420356,Parkdale,3337420356,NORTHWEST,Lower Columbia Basin,45.53,-121.56,1,230,2,0,10,3.3,,
337420435,Paul,3337420435,NORTHWEST,"Seattle Area, Olympic Peninsula",46.75,-122.87,1,500,,,173.73,30.68,,
337420447,Pawnee,3337420447,PSCOLORADO,ZoneRN,40.22,-103.68,3,345,547.2,87,137.32,110.95,,
337420473,Peace Canyon,3337420473,B.C.HYDRO,BC HYDRO,55.98,-121.99,1,500,,,-568.44,138.14,,-133.27
337420488,Pearl,3337420488,NORTHWEST,Portland Area,47.27,-122.52,6,500,,,,,0,505.26
337420504,PEC Headworks,3337420504,NORTHWEST,"Grant County, WA",46.98,-119.26,1,115,0,0,68.2,-33.86,,
337420530,Pelton,3337420530,NORTHWEST,Portland General - Generation,44.69,-121.23,2,230,105,24.4,,,,
